,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),4849728,Jackie (2016) ,第一夫人 Jackie,剧情,传记,历史,6.6,18917,6.0%,29.6%,54.4%,8.8%,1.1%,美国,法国,智利,1322530,1054454,1031800,1022652,1009265,1004587,1048188,1367551,1049697,1025224,1068973,1367552,1367553,1335906,1045054,1367554,"https://ia.media-imdb.com/images/M/MV5BMzg4MjYzNjk5N15BMl5BanBnXkFtZTgwODgwODI3MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
