,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2012),7015714,Beasts of the Southern Wild (2012) ,南国野兽 Beasts of the Southern Wild,剧情,7.6,19365,20.4%,45.4%,29.4%,4.0%,0.8%,美国,1319865,1321319,1321320,1321321,1321322,1321323,"https://ia.media-imdb.com/images/M/MV5BMTgxNDM5MDM1Ml5BMl5BanBnXkFtZTcwOTYwNzQ3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
