,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),4915107,Leave Me (2009) ,留下我 Leave Me,剧情,短片,奇幻,8.9,43960,53.6%,36.6%,9.2%,0.5%,0.1%,美国,1313527,1272981,1313528,1313529,1313530,1313531,1313532,"https://ia.media-imdb.com/images/M/MV5BMTQ1NjQ4MTUyMV5BMl5BanBnXkFtZTcwMDIxMzgwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
