,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4004715,Horrible Bosses (2011) ,恶老板 Horrible Bosses,喜剧,犯罪,7.0,43721,8.8%,40.3%,43.6%,6.3%,1.1%,美国,1245192,1013760,1004621,1049521,1054432,1016678,1084255,1036329,1010556,1031819,1022592,"https://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
