,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2016),3718279,Deadpool (2016) ,死侍 Deadpool,喜剧,动作,科幻,冒险,7.6,181699,19.2%,45.1%,31.4%,3.5%,0.7%,美国,加拿大,1324984,1053623,1017908,1329130,1248294,1000204,1351117,1190421,1018349,1148334,1329261,1013888,"https://ia.media-imdb.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
