,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,poster
0,(2011),4922787,Zhen Huan Zhuan             ,后宫·甄嬛传,剧情,古装,8.9,140449,58.0%,32.8%,7.5%,0.7%,0.9%,中国大陆,1303060,1004856,1274626,1050946,1317113,1314821,1317263,1318955,1317289,1228553,1318949,1318950,1318082,1318956,1275262,1313795,1317578,1318954,1319429,1317759,1318091,1318521,1340291,1318951,1316387,1318061,1313265,1354828,1319376,1319361,1319363,1358702,1316516,1276004,1319375,1316969,"https://ia.media-imdb.com/images/M/MV5BZTQ1NDVkZDQtNzkxNS00YjcwLTg3NzgtMGRmZjJmMTkyY2Q0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
