,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),4218768,Hua pi 2 (2012) ,画皮2 畫皮Ⅱ,剧情,爱情,惊悚,奇幻,5.9,169025,4.7%,17.9%,50.2%,21.3%,5.8%,中国大陆,香港,1275211,1027798,1163713,1053618,1275721,1052359,1211449,1318735,1321098,"https://ia.media-imdb.com/images/M/MV5BMjE1ODQzMzM4OF5BMl5BanBnXkFtZTgwMjgzNzA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
