,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),4709904,Chin do (2010) ,前度,爱情,7.0,163021,11.8%,38.7%,40.8%,7.4%,1.3%,香港,1274609,1275970,1005138,1313357,1274534,1001466,1275971,1019343,"https://ia.media-imdb.com/images/M/MV5BODJkMmFlMjQtZWUzNy00NTQ1LWE5MDctODUxMTgzZGQ4YTliXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR7,0,182,268_AL_.jpg"
