,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2015),3993588,Le dernier loup (2015) ,狼图腾,剧情,冒险,6.9,150978,10.7%,36.5%,42.7%,8.0%,2.1%,中国大陆,法国,1056047,1275721,1274225,1345416,1320883,1313561,1316146,"https://ia.media-imdb.com/images/M/MV5BMjczNTE2Mzc3M15BMl5BanBnXkFtZTgwNTQzOTY2NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
