,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),3338851,Tinker Tailor Soldier Spy (2011) ,锅匠，裁缝，士兵，间谍 Tinker Tailor Soldier Spy,剧情,惊悚,7.9,76239,24.7%,48.6%,23.1%,3.0%,0.7%,英国,法国,德国,1000317,1010507,1031223,1049489,1004587,1107884,1274374,1009405,1004586,1276058,"https://ia.media-imdb.com/images/M/MV5BMTU2OTkwNzMyM15BMl5BanBnXkFtZTcwOTI4ODg2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
