,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2010),4739952,Sing lek lek tee reak wa rak (2010) ,初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,剧情,喜剧,爱情,8.3,478610,37.2%,41.9%,18.5%,1.9%,0.5%,泰国,1313103,1313104,1275794,1041011,1313263,1326399,1320220,1329024,1313103,1313104,"https://ia.media-imdb.com/images/M/MV5BODNkNDVmYWMtNzQyOS00MzdhLWIyOGEtMDkzZjZmZTAyMmEyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
