,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),4883425,Love and Bruises (2011) ,花 Love and Bruises,剧情,爱情,情色,6.8,10954,8.9%,34.7%,44.3%,9.6%,2.5%,法国,中国大陆,1274263,1009428,1317142,1050468,1317143,1317144,1316374,1275180,1316471,1319014,"https://ia.media-imdb.com/images/M/MV5BNzNhY2IxOWMtNzIwNS00NGMxLWEzMWYtZGYyNzE3YWEzYjQwXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR7,0,182,268_AL_.jpg"
