,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,poster
0,(2011),6129693,Wo ke neng bu hui ai ni             ,我可能不会爱你 我可能不會愛你,爱情,8.9,136354,57.3%,32.9%,8.8%,0.8%,0.3%,台湾,1314825,1042053,1211987,1315994,1314997,1317042,1002051,1316525,1316086,1320573,1043815,1317298,1275482,1314319,1316103,1316783,1341121,1321367,1379053,1329798,1321048,1324935,1379051,1315231,1379050,1326546,1274681,1274680,1320103,1358296,1379052,1319063,1325657,1379058,1358307,1314825,1379056,1346283,1341240,1355353,1379057,1379054,1365524,1317174,1379055,1379059,"https://ia.media-imdb.com/images/M/MV5BZjA2ZjZjM2ItNjg3OC00NzIwLWFiMjUtNDZhOTVkMjRhY2ZjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
