,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3741764,Community             ,废柴联盟 第一季 Community Season 1,喜剧,8.7,19083,51.5%,33.9%,12.0%,2.1%,0.6%,美国,1320870,1321812,1027167,1040560,1274992,1210466,1275438,1312967,1314061,"https://ia.media-imdb.com/images/M/MV5BMTQ2Njk2MzY2M15BMl5BanBnXkFtZTgwMDkxODg3MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
