,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2016),4811813,Independence Day: Resurgence (2016) ,独立日2：卷土重来 Independence Day: Resurgence,动作,科幻,冒险,灾难,5.6,80597,4.4%,15.5%,45.9%,25.8%,8.5%,美国,1040593,1012478,1025109,1036384,1334593,1199074,1344575,1036360,1054522,1055274,1010583,1007012,1033011,1025223,1022713,1340538,1326517,1032226,1230017,"https://ia.media-imdb.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
