,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),5972040,The Kid with a Bike (2011) ,单车少年 Le gamin au vélo,剧情,8.0,14434,24.9%,53.4%,19.8%,1.6%,0.3%,比利时,法国,意大利,1045271,1032736,1009435,1315806,1014162,1319699,1328751,1012611,"https://ia.media-imdb.com/images/M/MV5BMTQ3OTE3MzAyMl5BMl5BanBnXkFtZTcwNDU1OTIzNw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
