,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),4896305,Xin hai ge ming (2011) ,辛亥革命,剧情,历史,6.2,29536,5.7%,21.7%,54.1%,15.0%,3.5%,中国大陆,1301692,1054531,1018759,1054531,1040990,1274477,1274640,1274290,1044964,1275100,1046132,1036492,1315999,1047083,1039767,1274762,"https://ia.media-imdb.com/images/M/MV5BMTM3OTQwMjgwMl5BMl5BanBnXkFtZTcwNzE2NTc3Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
