,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),6558801,Rurôni Kenshin: Meiji kenkaku roman tan (2012) ,浪客剑心 真人版 るろうに剣心,剧情,动作,历史,7.8,39523,21.0%,49.4%,26.4%,2.7%,0.6%,日本,1318593,1227580,1275344,1107299,1018990,1318594,1314909,1317444,1033105,1088015,1037221,1316249,"https://ia.media-imdb.com/images/M/MV5BNDgzODM2MjUyMF5BMl5BanBnXkFtZTgwMzg4MjA1OTE@._V1_UY268_CR0,0,182,268_AL_.jpg"
