,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2011),4873490,Love is Not Blind (2011) ,失恋33天,剧情,爱情,7.3,399735,14.8%,41.9%,37.3%,4.9%,1.1%,中国大陆,1314569,1275542,1011513,1275044,1316330,1316345,1274663,1313674,1276056,1272245,1007401,1316792,1274508,1312818,1315614,1316732,1314844,1313774,1274252,1011935,1316346,1275455,1026454,1318324,1317104,"https://ia.media-imdb.com/images/M/MV5BMDUxOGRhOTktOWMwNS00MTRmLTg4NzYtNjk4MzZkODg4NmRkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
