,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,poster
0,(2008),3345619,From Hell             ,IT狂人  第三季 The IT Crowd Season 3,喜剧,9.3,28808,70.0%,25.7%,4.1%,0.2%,0.1%,英国,1031755,1274320,1274332,1194203,"https://ia.media-imdb.com/images/M/MV5BNjUwOTY1MjIyN15BMl5BanBnXkFtZTgwMzE1NTUyMjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
