,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3824672,Ting shuo (2009) ,听说 聽說,剧情,爱情,8.1,282945,28.7%,48.5%,21.0%,1.6%,0.2%,台湾,1276077,1013782,1274316,1313303,1320573,1316086,"https://ia.media-imdb.com/images/M/MV5BYzY5MGUxMGUtNzE5Ny00NGEyLWIwYzUtM2ZmODdkNDY2ODhkXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
