,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),3569911,Total Recall (2012) ,全面回忆 Total Recall,动作,科幻,惊悚,冒险,7.0,88609,9.6%,38.4%,45.2%,6.0%,0.9%,美国,加拿大,1031983,1084255,1003487,1035644,1031807,1000287,1041002,1019015,1000192,1018984,1116108,1330776,1264985,"https://ia.media-imdb.com/images/M/MV5BN2ZiMDMzYWItNDllZC00ZmRmLWI1YzktM2M5M2ZmZDg1OGNlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UY268_CR3,0,182,268_AL_.jpg"
