,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),3813779,Jian yu (2010) ,剑雨,动作,武侠,古装,7.0,106350,11.6%,37.0%,42.0%,8.0%,1.4%,中国大陆,香港,台湾,1274731,1022664,1032365,1054562,1027645,1041510,1023718,1274229,1041368,1274230,1274286,1028811,1274732,1275482,1322423,"https://ia.media-imdb.com/images/M/MV5BYmEzMDFmNjQtZTJiMS00NWQyLWE3OTktZDE3NmE0OWM2OGNiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR0,0,182,268_AL_.jpg"
