,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),6041191,Ting feng zhe (2012) ,听风者,剧情,悬疑,6.8,150262,8.2%,35.2%,47.8%,7.7%,1.1%,中国大陆,香港,1126158,1014716,1115918,1027798,1031200,1274550,1274637,1313247,1274325,"https://ia.media-imdb.com/images/M/MV5BOThhNGVjOGItMjE0ZC00MGM4LWFkOGUtNDVmNGZlZjY5ODY0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
