,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,poster
0,(2010),3928370,Yuet gwong bo hup (2010) ,越光宝盒,喜剧,奇幻,5.2,113756,3.5%,11.8%,39.5%,29.6%,15.6%,中国大陆,香港,1274431,1004856,1032940,1041734,1000975,1274305,1002862,1274242,1033280,1005138,1051051,1050946,1171687,1127819,1018257,1163752,1028496,1000525,1274431,1033223,1274274,1313010,1274550,1274307,1304876,1050240,1023236,1314402,1315575,1274279,1043139,1301574,1315232,1316145,1274556,1274267,"https://ia.media-imdb.com/images/M/MV5BZDEzYTBkNzktODgwZC00OGMzLTk5ZDItNmZhNzIzOWI1M2VhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
