,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(1997),3286536,The One with the Jellyfish             ,老友记  第四季 Friends Season 4,喜剧,爱情,9.7,43535,87.6%,11.0%,1.3%,0.1%,0.0%,美国,1016678,1040995,1040992,1013783,1048025,1041115,1040527,"https://ia.media-imdb.com/images/M/MV5BMTQ1MjYzMzI1NF5BMl5BanBnXkFtZTgwNDQ0ODU0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
