,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),3626372,True Grit (2010) ,大地惊雷 True Grit,剧情,西部,冒险,8.1,54364,27.4%,52.2%,19.0%,1.1%,0.2%,美国,1054517,1054401,1036313,1312964,1054443,1004568,1000075,1120240,1028444,1009572,1313116,1118995,1313160,1313161,1137729,1313159,1313162,"https://ia.media-imdb.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
