,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2014),7054604,Transformers: Age of Extinction (2014) ,变形金刚4：绝迹重生 Transformers: Age of Extinction,动作,科幻,6.5,201644,10.3%,27.6%,44.4%,13.6%,4.1%,美国,中国大陆,1027776,1035674,1040517,1031847,1274253,1326135,1165630,1031869,1040990,1248294,1025212,1049627,1041214,1017898,1018140,1027181,1031825,1004780,1340189,1025213,1275667,1312271,1037706,1162139,1275106,1340928,"https://ia.media-imdb.com/images/M/MV5BMjE1OTMyODA5M15BMl5BanBnXkFtZTgwMjc2MDk3MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
