,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),4066125,The Secret in Their Eyes (2009) ,谜一样的双眼 El secreto de sus ojos,剧情,爱情,悬疑,8.3,57344,35.5%,47.0%,15.6%,1.6%,0.4%,阿根廷,西班牙,1009386,1013967,1018087,1027560,1005003,1008075,1047890,"https://ia.media-imdb.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
