,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2009),3399559,Nankyoku ryôrinin (2009) ,南极料理人 南極料理人,喜剧,8.2,50035,30.7%,51.3%,16.8%,1.1%,0.2%,日本,1316375,1028795,1029321,1111204,1028931,1042089,1327503,1338342,1338343,1006093,1315349,1312684,1024153,"https://ia.media-imdb.com/images/M/MV5BNTBjMjk4NmMtZTgyMC00OGYxLWFhOTYtYWE2ODJjZGU5NWMyXkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR3,0,182,268_AL_.jpg"
