,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),4301224,Maleficent (2014) ,沉睡魔咒 Maleficent,动作,爱情,奇幻,冒险,6.9,120304,11.6%,33.2%,44.8%,8.8%,1.5%,美国,英国,1298560,1054447,1025133,1036300,1032219,1013856,1274500,1013934,1325896,1078956,1340296,1337555,1340299,1340298,1261575,1340297,"https://ia.media-imdb.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
