,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4215790,"Crazy, Stupid, Love. (2011) ","疯狂愚蠢的爱 Crazy, Stupid, Love",剧情,喜剧,爱情,家庭,7.3,52005,12.1%,45.1%,38.4%,3.9%,0.5%,美国,1317347,1317350,1054391,1012531,1040506,1054519,1009260,1268721,1047974,1032056,1022713,1004915,"https://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
