,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2010),4848115,Omae umasoudana (2010) ,你看起来好像很好吃 おまえうまそうだな,剧情,动画,儿童,8.8,166841,53.0%,36.2%,10.0%,0.7%,0.2%,日本,1365892,1018954,1029767,1314307,1038902,1213057,1016839,1250852,1051558,1049298,1043324,1025868,1387525,1051828,1206344,1387526,1387527,1387523,1387528,"https://ia.media-imdb.com/images/M/MV5BYjMwYmIwYjYtNTNmZS00ZGVkLTk2NGItMDQ1YjBhOGQyYzUxXkEyXkFqcGdeQXVyNjU0MTQ4NzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
