,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2010),4136036,Late Autumn (2010) ,晚秋 만추,剧情,6.9,181455,11.5%,35.0%,43.6%,8.4%,1.5%,韩国,美国,香港,1106520,1025141,1028380,1318262,1068663,"https://ia.media-imdb.com/images/M/MV5BMjMyODQ4OTY5MF5BMl5BanBnXkFtZTgwMzE2MTAzMjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
