,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),3592853,The Hunger Games (2012) ,饥饿游戏 The Hunger Games,动作,科幻,冒险,6.8,222235,9.6%,33.2%,44.6%,10.1%,2.4%,美国,1041302,1022616,1053556,1012478,1049518,1004571,1040517,1053560,1013784,1320554,1318991,1010556,1044990,1188734,1321661,"https://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
