,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4051608,Dao jiàn xiào (2010) ,刀见笑,喜剧,动作,古装,5.7,22767,5.7%,21.5%,39.1%,21.8%,12.0%,中国大陆,香港,美国,1275211,1045426,1274494,1313934,1313933,1313932,1313967,1274276,1274265,1033090,1317039,"https://ia.media-imdb.com/images/M/MV5BMTg3NTM0NDA1MF5BMl5BanBnXkFtZTcwMzY3Nzk1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
