,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),3642866,Dream Home (2010) ,维多利亚一号 維多利亞壹號,剧情,恐怖,犯罪,7.2,42710,12.3%,44.2%,37.3%,5.1%,1.2%,香港,1000148,1014212,1023424,1001466,1274534,1274325,1038772,1275151,1005537,1048469,1274229,1275154,1275152,1274577,1275153,"https://ia.media-imdb.com/images/M/MV5BNzk5MDQ3NDQyOF5BMl5BanBnXkFtZTgwNzU0MzA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
