,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),5155038,Hodejegerne (2011) ,猎头游戏 Hodejegerne,悬疑,惊悚,犯罪,7.6,31039,16.2%,51.7%,29.4%,2.3%,0.4%,挪威,瑞典,丹麦,德国,1299674,1041449,1318894,1076051,1354174,1220003,1354175,1354176,1154081,1250106,1145108,"https://ia.media-imdb.com/images/M/MV5BMjE4OTgzOTI2Nl5BMl5BanBnXkFtZTcwMjM5MDg0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
