,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2010),4852036,Anthropology 101             ,废柴联盟  第二季 Community Season 2,喜剧,9.2,11440,69.2%,24.4%,5.7%,0.5%,0.1%,美国,1320870,1321812,1040560,1274992,1173128,1275438,1210466,1312967,1314061,1027167,1275017,1313633,1036924,1018987,"https://ia.media-imdb.com/images/M/MV5BMTg0MDg0NjIzOF5BMl5BanBnXkFtZTcwNjYzNTI5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
