,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2009),3824274,Le hérisson (2009) ,刺猬的优雅 Le hérisson,剧情,8.8,63160,50.6%,38.3%,9.9%,1.0%,0.2%,法国,意大利,1032718,1002859,1314297,1027483,1041445,1028424,"https://ia.media-imdb.com/images/M/MV5BYjBhMzcxYmYtOTg4ZC00ZjhkLWFjZjYtNDBjZDgxY2QwNjQ0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_UY268_CR9,0,182,268_AL_.jpg"
