,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2009),3670447,Dai noi muk taam 009 (2009) ,大内密探灵灵狗 大內密探靈靈狗,喜剧,5.0,112347,2.0%,9.0%,41.3%,32.6%,15.1%,香港,中国大陆,台湾,1274331,1027577,1027645,1009179,1127819,1042341,1275691,1018257,1314402,1315726,1108968,"https://ia.media-imdb.com/images/M/MV5BMDMyYWQ2MmEtODVkMy00YWNkLTk4NjEtNGRkMjg5MjNhZmM4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY268_CR3,0,182,268_AL_.jpg"
