,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,director2,actor1,actor2,actor3,actor4,poster
0,(2009),3443389,Océans (2009) ,海洋 Océans,纪录片,9.0,102530,60.2%,31.5%,7.7%,0.5%,0.1%,法国,瑞士,西班牙,美国,阿联酋,1010752,1280923,1031219,1010752,1021999,1121531,"https://ia.media-imdb.com/images/M/MV5BMjIwZjU3ZjgtNGJhOC00Mzk3LTg3YTItOTFlYmQ2NjdlYWE3XkEyXkFqcGdeQXVyMjc1NTg2NTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
