,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,poster
0,(2010),4892642,The Lost Thing (2010) ,失物招领 The Lost Thing,剧情,动画,短片,奇幻,8.2,23182,30.6%,48.7%,19.4%,1.1%,0.2%,澳大利亚,英国,1296315,1314094,1256982,"https://ia.media-imdb.com/images/M/MV5BZDFhMWUxNzAtNjNhNi00MDM0LTljODItNjZjMTA3MjA2YzUwXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
