,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),6755346,The Words (2012) ,妙笔生花 The Words,剧情,爱情,7.6,20869,16.6%,49.8%,30.8%,2.4%,0.3%,美国,1050108,1313152,1013757,1031795,1047985,1002679,1031216,1027868,1224906,1053622,1037169,"https://ia.media-imdb.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
