,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),3743049,Submarine (2010) ,潜水艇 Submarine,剧情,喜剧,7.7,17125,20.1%,46.8%,30.0%,2.8%,0.4%,英国,美国,1274320,1214964,1049604,1044915,1049775,1315341,1367374,"https://ia.media-imdb.com/images/M/MV5BMTQ5ODMxNTIyNV5BMl5BanBnXkFtZTcwNjQ1ODgyNQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
