,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),3578925,We Bought a Zoo (2011) ,我家买了动物园 We Bought a Zoo,剧情,喜剧,家庭,7.8,75703,19.7%,50.5%,27.8%,1.8%,0.2%,美国,1010607,1054443,1054453,1019041,1025133,1040565,1049793,1318806,1304698,"https://ia.media-imdb.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
