,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2011),4319218,Midnight in Paris (2011) ,午夜巴黎 Midnight in Paris,剧情,爱情,奇幻,8.2,179648,31.9%,47.9%,18.2%,1.7%,0.3%,西班牙,美国,法国,1054430,1006964,1006955,1053587,1004596,1010555,1002665,1009295,1004566,1315557,1321433,1027418,1049882,1014127,1000477,1036381,"https://ia.media-imdb.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
