,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2011),4135710,Hello! Shu xian sheng (2011) ,Hello！树先生,剧情,喜剧,7.3,51839,17.9%,40.1%,33.6%,6.5%,1.9%,中国大陆,1316056,1274388,1312976,1312750,"https://ia.media-imdb.com/images/M/MV5BNWI3ZDgyY2MtNGVkOC00MWI1LThjNzQtYWNkZWZjODZkYTU3XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
