,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4004731,Ocean Heaven (2010) ,海洋天堂,剧情,7.9,98115,23.3%,49.1%,25.1%,2.1%,0.4%,中国大陆,香港,1275139,1025146,1011513,1215287,1310684,1274637,1018980,1317134,1276041,1274673,1324711,"https://ia.media-imdb.com/images/M/MV5BMjMyNDk5ODgxM15BMl5BanBnXkFtZTgwODQ4NjI2MDE@._V1_UY268_CR2,0,182,268_AL_.jpg"
