,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),5323957,Ender's Game (2013) ,安德的游戏 Ender's Game,动作,科幻,冒险,6.9,105448,11.2%,34.4%,42.7%,9.5%,2.1%,美国,1045060,1000220,1009238,1312964,1025142,1054393,1022676,1236077,1244528,1209260,1315348,1248180,"https://ia.media-imdb.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
