,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),4832825,The Impossible (2012) ,海啸奇迹 Lo imposible,剧情,家庭,灾难,7.5,38237,15.2%,49.0%,32.1%,3.2%,0.5%,西班牙,美国,1305510,1016675,1012532,1325351,1331042,1331043,1025238,1041448,1238612,1028143,1331044,1105203,1184045,1331045,1331046,"https://ia.media-imdb.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
