,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2012),6991110,Xiao shi de zi dan (2012) ,消失的子弹,动作,悬疑,犯罪,6.4,80767,4.7%,27.5%,55.0%,11.0%,1.7%,中国大陆,香港,1274275,1050053,1007251,1052359,1274628,1274268,1274840,1221295,1274286,1274737,1317348,"https://ia.media-imdb.com/images/M/MV5BMTQyNTEyMzY1OF5BMl5BanBnXkFtZTcwNzE1MTEzOA@@._V1_UY268_CR4,0,182,268_AL_.jpg"
