,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2013),4915857,Despicable Me 2 (2013) ,神偷奶爸2 Despicable Me 2,喜剧,动画,冒险,8.0,239280,27.7%,46.5%,23.4%,2.0%,0.3%,美国,1313061,1295449,1054391,1022588,1036383,1044716,1017888,1275017,1027820,1313065,1313064,1244528,1199058,1214358,1313061,1295449,1336761,1316694,"https://ia.media-imdb.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
