,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2011),3880545,Bridesmaids (2011) ,伴娘 Bridesmaids,喜剧,6.9,51779,10.0%,34.6%,45.5%,8.4%,1.5%,美国,1049925,1022588,1025183,1022562,1031755,1049660,1257208,1048214,1022577,1327325,1327326,1022764,1323578,1319780,1031821,1208919,1315783,1022956,"https://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
