,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),3769423,Rise of the Guardians (2012) ,守护者联盟 Rise of the Guardians,动画,家庭,奇幻,冒险,8.0,55746,29.7%,44.0%,23.6%,2.3%,0.4%,美国,1324415,1053621,1010508,1041001,1010510,1000011,1233393,1022908,1324415,"https://ia.media-imdb.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
