,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),3792816,Jing wu feng yun: Chen Zhen (2010) ,精武风云·陈真,动作,6.0,57214,4.1%,18.8%,54.3%,18.4%,4.3%,香港,中国大陆,1106979,1025194,1138320,1050076,1274242,1000145,1313444,1313726,1041510,1032379,"https://ia.media-imdb.com/images/M/MV5BMTM1NzM0OTcxOF5BMl5BanBnXkFtZTcwODU0MjQ2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
