,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),4942776,Dragon (2011) ,武侠,剧情,动作,悬疑,武侠,6.6,116411,6.1%,31.6%,49.6%,10.6%,2.1%,香港,中国大陆,1274300,1025194,1027883,1025141,1002908,1016847,1258893,1274290,"https://ia.media-imdb.com/images/M/MV5BMTc4OTUxMDQ1NF5BMl5BanBnXkFtZTcwOTczMDI2OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
