,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2010),6846495,L'accordeur (2010) ,调音师 L'accordeur,剧情,悬疑,惊悚,短片,9.2,127451,63.4%,31.6%,4.8%,0.2%,0.1%,法国,1318819,1274547,1102803,1313917,1375195,"https://ia.media-imdb.com/images/M/MV5BMTEwNWViOTktNTUzMC00OTlkLTk4OTAtODdkOGVmZmYxYzRkXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR7,0,182,268_AL_.jpg"
