,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3805091,The Experiment (2010) ,死亡实验 The Experiment,剧情,惊悚,7.2,28163,13.6%,42.1%,37.8%,5.6%,1.0%,美国,1002665,1053567,1022576,1036474,1049497,1019033,1204950,1009451,1319996,1315342,"https://ia.media-imdb.com/images/M/MV5BNzA2MTU2MDg2Nl5BMl5BanBnXkFtZTcwNDU5NjE4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
