,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),4268598,Kokuhaku (2010) ,告白,剧情,惊悚,8.7,366806,49.1%,37.9%,11.1%,1.4%,0.6%,日本,1274495,1003483,1274453,1000705,1313595,1275733,1274616,1275292,1313694,1312156,1322632,1052665,1314769,1317244,1015047,1323514,"https://ia.media-imdb.com/images/M/MV5BZDEwZGJiN2UtZDg1My00M2RhLTkzZDUtZmYyNjg3Njg3YzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg"
