,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4804079,The Robotic Manipulation             ,生活大爆炸  第四季 The Big Bang Theory Season 4,喜剧,9.2,106577,66.3%,27.9%,5.4%,0.3%,0.1%,美国,1319438,1044725,1000004,1036309,1036349,1044886,1063054,1274987,1328903,1025181,1002752,"https://ia.media-imdb.com/images/M/MV5BMjE1NjU4NjMxOF5BMl5BanBnXkFtZTcwNTY1MjM4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
