,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2010),3279107,Da bing xiao jiang (2010) ,大兵小将,喜剧,动作,冒险,6.8,102936,7.7%,36.7%,45.5%,8.5%,1.5%,中国大陆,香港,1274856,1054531,1045243,1314482,1317188,1275739,1316212,1274388,1274556,1032633,1315699,1314321,"https://ia.media-imdb.com/images/M/MV5BMTMyNTA2MzA0NF5BMl5BanBnXkFtZTcwNjY0ODkxMw@@._V1_UY268_CR5,0,182,268_AL_.jpg"
