,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2011),4920528,"Na xie nian, wo men yi qi zhui de nv hai (2011) ",那些年，我们一起追的女孩 那些年，我們一起追的女孩,剧情,喜剧,爱情,8.1,525467,32.3%,43.8%,21.1%,2.1%,0.6%,台湾,1314560,1315611,1313303,1315837,1314167,1315231,1315838,1315839,1317174,1318813,1378416,1378417,1326982,1321304,1038757,1378418,1314319,1351687,1378419,"https://ia.media-imdb.com/images/M/MV5BMWU2OTAyMTktMTU5MC00MTNhLTg1NzAtOTZjNWFjMDRiZGUxXkEyXkFqcGdeQXVyNDY3MzUxOTI@._V1_UY268_CR2,0,182,268_AL_.jpg"
