,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),6537500,Furious 6 (2013) ,速度与激情6 Furious 6,动作,惊悚,犯罪,7.7,157857,20.6%,47.4%,28.5%,2.9%,0.6%,美国,1290066,1041020,1031239,1044707,1000036,1025174,1010486,1000166,1044996,1049714,1276136,1010610,1000204,1337556,1338478,1319994,"https://ia.media-imdb.com/images/M/MV5BMTM3NTg2NDQzOF5BMl5BanBnXkFtZTcwNjc2NzQzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
